source,retrieved_at,ranking_scope,ranking_year,ranking,name,university_code,university_slug,country,country_code,country_ranking,score,indicator_alumni,indicator_award,indicator_hici,indicator_n_s,indicator_pub,indicator_pcp,indicator_q1,indicator_cnci,indicator_ic,indicator_top
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Kyung Hee University,RI02120,kyung-hee-university,South Korea,KR,,,,0.0,,,,,31.7,64.3,58.5,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Kyushu University,RI01357,kyushu-university,Japan,JP,,,,0.0,,,,,32.0,53.3,61.0,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Lanzhou University,RC00035,lanzhou-university,China,CN,,,,0.0,,,,,59.6,67.9,48.3,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Louisiana State University - Baton Rouge,RI02767,louisiana-state-university-baton-rouge,United States,US,,,,0.0,,,,,36.5,61.4,69.3,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,McMaster University,RI00303,mcmaster-university,Canada,CA,,,,0.0,,,,,32.7,66.6,85.7,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Missouri University of Science and Technology,RI02798,missouri-university-of-science-and-technology,United States,US,,,,0.0,,,,,32.2,84.9,81.0,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Nanjing Normal University,RC00088,nanjing-normal-university,China,CN,,,,0.0,,,,,56.4,73.8,46.7,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Nanjing University of Science and Technology,RC00028,nanjing-university-of-science-and-technology,China,CN,,,,0.0,,,,,55.0,74.7,53.0,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,National University of Malaysia,RI01527,national-university-of-malaysia,Malaysia,MY,,,,0.0,,,,,39.4,100.0,86.9,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,North Carolina State University - Raleigh,RI02819,north-carolina-state-university-raleigh,United States,US,,,,0.0,,,,,38.8,61.2,68.7,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Osaka University,RI01396,osaka-university,Japan,JP,,,,0.0,,,,,35.4,53.0,57.8,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Polytechnic University of Turin,RI01204,polytechnic-university-of-turin,Italy,IT,,,,0.0,,,,,39.3,73.1,68.6,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Princess Nourah bint Abdulrahman University,RI01996,princess-nourah-bint-abdulrahman-university,Saudi Arabia,SA,,,,0.0,,,,,42.8,100.0,96.7,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Qassim University,RI03209,qassim-university,Saudi Arabia,SA,,,,0.0,,,,,48.5,79.6,90.5,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Queen Mary University of London,RI02513,queen-mary-university-of-london,United Kingdom,GB,,,,0.0,,,,,33.1,59.0,82.0,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Sejong University,RI02131,sejong-university,South Korea,KR,,,,0.0,,,,,39.3,100.0,85.4,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Shandong Normal University,RC00477,shandong-normal-university,China,CN,,,,0.0,,,,,56.4,89.1,40.3,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Shanghai University,RC00043,shanghai-university,China,CN,,,,0.0,,,,,60.8,72.7,43.2,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Sichuan University,RC00011,sichuan-university,China,CN,,,,0.0,,,,,62.3,63.8,52.0,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Sogang University,RI02135,sogang-university,South Korea,KR,,,,0.0,,,,,33.3,78.4,58.4,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,South China Normal University,RC00110,south-china-normal-university,China,CN,,,,0.0,,,,,55.7,64.6,45.0,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,South China University of Technology,RC00022,south-china-university-of-technology,China,CN,,,,0.0,,,,,55.6,74.5,47.8,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Southern University of Science and Technology,RC00064,southern-university-of-science-and-technology,China,CN,,,,0.0,,,,,41.8,72.6,68.6,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Southwest University,RC00079,southwest-university,China,CN,,,,0.0,,,,,52.3,75.4,42.7,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Swansea University,RI02533,swansea-university,United Kingdom,GB,,,,0.0,,,,,29.3,76.4,90.5,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Technical University Darmstadt,RI00727,technical-university-darmstadt,Germany,DE,,,,0.0,,,,,38.3,60.2,68.7,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,The Chinese University of Hong Kong,RG00002,the-chinese-university-of-hong-kong,China-Hong Kong,HK,,,,0.0,,,,,52.7,71.7,73.8,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,The Hong Kong Polytechnic University,RG00007,the-hong-kong-polytechnic-university,China-Hong Kong,HK,,,,0.0,,,,,53.1,91.0,67.1,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,The University of Hong Kong,RG00012,the-university-of-hong-kong,China-Hong Kong,HK,,,,0.0,,,,,38.7,67.3,58.9,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Tianjin University,RC00015,tianjin-university,China,CN,,,,0.0,,,,,56.2,65.0,49.9,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Tohoku University,RI01428,tohoku-university,Japan,JP,,,,0.0,,,,,38.6,62.2,61.9,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Universidad Politecnica de Cartagena,RI02186,universidad-politecnica-de-cartagena,Spain,ES,,,,0.0,,,,,29.5,83.3,78.9,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Polytechnic University of Catalonia,RI02171,polytechnic-university-of-catalonia,Spain,ES,,,,0.0,,,,,52.1,62.8,74.3,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Paris 13 University,RI00593,paris-13-university,France,FR,,,,0.0,,,,,29.6,63.8,80.6,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Amsterdam,RI01623,university-of-amsterdam,Netherlands,NL,,,,0.0,,,,,29.0,57.5,78.1,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Augsburg,RI00737,university-of-augsburg,Germany,DE,,,,0.0,,,,,29.2,62.4,76.9,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Barcelona,RI02198,university-of-barcelona,Spain,ES,,,,0.0,,,,,41.0,60.4,76.3,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Birmingham,RI02553,university-of-birmingham,United Kingdom,GB,,,,0.0,,,,,33.7,62.6,77.6,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Bucharest,RI01851,university-of-bucharest,Romania,RO,,,,0.0,,,,,37.3,56.7,73.5,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Buenos Aires,RI00034,university-of-buenos-aires,Argentina,AR,,,,0.0,,,,,42.3,60.9,72.0,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,"University of California, Riverside",RI02966,university-of-california-riverside,United States,US,,,,0.0,,,,,29.0,70.8,70.0,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Campinas,RI00271,university-of-campinas,Brazil,BR,,,,0.0,,,,,49.9,65.3,69.9,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Central Florida,RI02972,university-of-central-florida,United States,US,,,,0.0,,,,,33.7,60.5,83.5,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Cologne,RI00742,university-of-cologne,Germany,DE,,,,0.0,,,,,32.1,62.4,76.3,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Colorado at Boulder,RI02975,university-of-colorado-at-boulder,United States,US,,,,0.0,,,,,41.2,67.7,65.0,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Duisburg-Essen,RI00743,university-of-duisburg-essen-1,Germany,DE,,,,0.0,,,,,39.6,63.2,77.4,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Florence,RI01231,university-of-florence,Italy,IT,,,,0.0,,,,,48.0,69.4,71.7,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Franche-Comté,RI00641,university-of-franche-comte,France,FR,,,,0.0,,,,,31.4,68.5,82.5,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Galway,RI01151,national-university-of-ireland-galway,Ireland,IE,,,,0.0,,,,,33.6,69.2,92.6,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Gothenburg,RI02259,university-of-gothenburg,Sweden,SE,,,,0.0,,,,,32.0,64.8,86.2,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Hail,RI03327,university-of-hail,Saudi Arabia,SA,,,,0.0,,,,,38.8,100.0,95.8,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Iowa,RI02991,university-of-iowa,United States,US,,,,0.0,,,,,35.5,58.0,73.2,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Lisbon,RI01822,university-of-lisbon,Portugal,PT,,,,0.0,,,,,55.3,55.6,77.3,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Management and Technology,RI01705,university-of-management-and-technology,Pakistan,PK,,,,0.0,,,,,39.5,100.0,96.6,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Manitoba,RI00321,university-of-manitoba,Canada,CA,,,,0.0,,,,,28.1,91.8,77.7,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Nantes,RI00654,university-of-nantes,France,FR,,,,0.0,,,,,33.6,59.0,72.1,25.8
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of North Carolina at Chapel Hill,RI03029,university-of-north-carolina-at-chapel-hill,United States,US,,,,0.0,,,,,33.5,65.7,61.7,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Orléans,RI00656,university-of-orleans,France,FR,,,,0.0,,,,,26.9,63.0,80.4,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Oslo,RI01665,university-of-oslo,Norway,NO,,,,0.0,,,,,35.5,64.5,81.6,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Padua,RI01242,university-of-padua,Italy,IT,,,,0.0,,,,,54.6,59.3,71.6,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Pittsburgh,RI03046,university-of-pittsburgh,United States,US,,,,0.0,,,,,41.9,68.8,70.0,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Porto,RI01824,university-of-porto,Portugal,PT,,,,0.0,,,,,35.8,61.5,77.3,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Sargodha,RI01707,university-of-sargodha,Pakistan,PK,,,,0.0,,,,,37.4,95.6,95.6,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Stuttgart,RI00775,university-of-stuttgart,Germany,DE,,,,0.0,,,,,35.2,68.2,68.6,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Sydney,RI00073,university-of-sydney,Australia,AU,,,,0.0,,,,,39.4,62.6,79.8,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Trento,RI01254,university-of-trento,Italy,IT,,,,0.0,,,,,37.5,67.4,70.9,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Victoria,RI00337,university-of-victoria,Canada,CA,,,,0.0,,,,,45.4,100.0,93.0,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,University of Wroclaw,RI01787,university-of-wroclaw,Poland,PL,,,,0.0,,,,,26.9,54.3,74.8,25.8
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Xiamen University,RC00030,xiamen-university,China,CN,,,,0.0,,,,,58.7,71.0,54.3,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Xiangtan University,RC00565,xiangtan-university,China,CN,,,,0.0,,,,,57.7,75.1,56.2,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,Yonsei University,RI02148,yonsei-university,South Korea,KR,,,,0.0,,,,,44.9,83.1,73.1,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,201-300,York University,RI00344,york-university,Canada,CA,,,,0.0,,,,,37.1,59.4,82.3,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Aarhus University,RI00424,aarhus-university,Denmark,DK,,,,0.0,,,,,22.4,59.3,79.5,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Adam Mickiewicz University,RI01737,adam-mickiewicz-university,Poland,PL,,,,0.0,,,,,30.7,52.6,77.5,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,AGH University of Krakow,RI01738,agh-university-of-science-and-technology,Poland,PL,,,,0.0,,,,,42.4,84.5,80.0,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Aligarh Muslim University,RI00827,aligarh-muslim-university,India,IN,,,,0.0,,,,,43.4,70.6,83.5,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Al-Imam Mohammad Ibn Saud Islamic University,RI01982,al-imam-mohammad-ibn-saud-islamic-university,Saudi Arabia,SA,,,,0.0,,,,,34.4,90.3,84.8,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Arizona State University,RI02615,arizona-state-university,United States,US,,,,0.0,,,,,31.0,59.4,79.2,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Assiut University,RI00445,assiut-university,Egypt,EG,,,,0.0,,,,,33.6,100.0,91.5,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Azarbaijan Shahid Madani University,RI01084,azarbaijan-shahid-madani-university,Iran,IR,,,,0.0,,,,,36.2,100.0,85.7,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Baylor University,RI02624,baylor-university,United States,US,,,,0.0,,,,,28.4,57.5,74.5,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Beijing Jiaotong University,RC00054,beijing-jiaotong-university,China,CN,,,,0.0,,,,,46.8,76.6,51.4,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Benha University,RI00447,benha-university,Egypt,EG,,,,0.0,,,,,36.7,100.0,91.7,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Charles University in Prague,RI00405,charles-university-in-prague,Czech Republic,CZ,,,,0.0,,,,,48.2,56.9,78.5,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Chemnitz University of Technology,RI00696,chemnitz-university-of-technology,Germany,DE,,,,0.0,,,,,32.5,62.0,75.0,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,China University of Mining and Technology,RC00073,china-university-of-mining-and-technology-xuzhou,China,CN,,,,0.0,,,,,47.1,90.1,40.4,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Curtin University,RI00045,curtin-university,Australia,AU,,,,0.0,,,,,35.2,85.9,95.4,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Eindhoven University of Technology,RI01606,eindhoven-university-of-technology,Netherlands,NL,,,,0.0,,,,,30.8,53.6,86.3,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Emory University,RI02703,emory-university,United States,US,,,,0.0,,,,,27.8,72.7,73.3,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Federal University of Minas Gerais,RI00150,federal-university-of-minas-gerais,Brazil,BR,,,,0.0,,,,,32.0,54.1,63.6,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Ghent University,RI00124,ghent-university,Belgium,BE,,,,0.0,,,,,45.0,61.0,82.5,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Graz University of Technology,RI00082,graz-university-of-technology,Austria,AT,,,,0.0,,,,,28.4,58.1,81.4,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Guizhou University,RC00111,guizhou-university,China,CN,,,,0.0,,,,,39.8,82.6,69.4,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Hangzhou Normal University,RC00090,hangzhou-normal-university,China,CN,,,,0.0,,,,,41.4,100.0,70.7,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Hasselt University,RI00125,hasselt-university,Belgium,BE,,,,0.0,,,,,23.0,60.7,86.7,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,"International Islamic University, Islamabad",RI01681,international-islamic-university-islamabad,Pakistan,PK,,,,0.0,,,,,37.0,100.0,88.4,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Iowa State University,RI02748,iowa-state-university,United States,US,,,,0.0,,,,,31.1,55.6,64.6,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Jiangsu University,RC00046,jiangsu-university,China,CN,,,,0.0,,,,,42.3,82.6,55.3,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,King Fahd University of Petroleum & Minerals,RI01988,king-fahd-university-of-petroleum-minerals,Saudi Arabia,SA,,,,0.0,,,,,41.3,74.9,84.8,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,King Mongkut's University of Technology North Bangkok,RI02308,king-mongkuts-university-of-technology-north-bangkok,Thailand,TH,,,,0.0,,,,,37.0,100.0,84.2,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Kobe University,RI01338,kobe-university,Japan,JP,,,,0.0,,,,,24.1,54.9,64.2,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Linkoping University,RI02239,linkoping-university,Sweden,SE,,,,0.0,,,,,28.7,61.5,82.1,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Moscow State University,RI01904,moscow-state-university,Russia,RU,,,,0.0,,,,,52.6,52.7,48.9,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Nagoya University,RI01369,nagoya-university,Japan,JP,,,,0.0,,,,,31.5,58.0,59.9,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Nanjing University of Information Science & Technology,RC00366,nanjing-university-of-information-science-technology,China,CN,,,,0.0,,,,,47.8,76.1,51.7,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Nanyang Technological University,RI02009,nanyang-technological-university,Singapore,SG,,,,0.0,,,,,39.9,65.3,87.5,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,National Autonomous University of Mexico,RI01566,national-autonomous-university-of-mexico,Mexico,MX,,,,0.0,,,,,50.8,51.5,72.2,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,National Technical University of Athens,RI00795,national-technical-university-of-athens,Greece,GR,,,,0.0,,,,,37.7,78.7,92.0,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,National Tsing Hua University,RG00042,national-tsing-hua-university,China-Taiwan,TW,,,,0.0,,,,,25.0,58.9,78.0,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,North China Electric Power University,RC00056,north-china-electric-power-university,China,CN,,,,0.0,,,,,43.6,90.0,44.8,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Oklahoma State University,RI02833,oklahoma-state-university,United States,US,,,,0.0,,,,,27.4,80.9,67.5,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Qingdao University,RC00093,qingdao-university,China,CN,,,,0.0,,,,,41.6,95.6,54.5,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Sefako Makgatho Health Sciences University,RI03664,sefako-makgatho-health-sciences-university,South Africa,ZA,,,,0.0,,,,,31.1,94.2,96.0,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Shanghai Normal University,RC00333,shanghai-normal-university,China,CN,,,,0.0,,,,,48.0,76.4,56.3,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Shenzhen University,RC00367,shenzhen-university,China,CN,,,,0.0,,,,,46.6,74.6,58.7,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Southwestern University of Finance and Economics,RC00658,southwestern-university-of-finance-and-economics,China,CN,,,,0.0,,,,,46.2,78.5,55.2,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Stockholm University,RI02252,stockholm-university,Sweden,SE,,,,0.0,,,,,26.8,56.8,79.9,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Taibah University,RI01997,taibah-university,Saudi Arabia,SA,,,,0.0,,,,,33.3,95.1,88.9,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Technical University of Dortmund,RI00731,technical-university-of-dortmund,Germany,DE,,,,0.0,,,,,28.7,60.0,68.3,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Texas A&M University-Kingsville,RI02908,texas-a-m-university-kingsville-1,United States,US,,,,0.0,,,,,32.9,98.8,100.0,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,The University of Alabama - Tuscaloosa,RI02924,the-university-of-alabama-tuscaloosa,United States,US,,,,0.0,,,,,26.9,67.2,74.7,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,The University of Memphis,RI02927,the-university-of-memphis,United States,US,,,,0.0,,,,,21.0,46.5,74.6,25.8
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,The University of Sheffield,RI02543,the-university-of-sheffield,United Kingdom,GB,,,,0.0,,,,,20.7,54.1,75.3,25.8
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,The University of Texas at San Antonio,RI02935,the-university-of-texas-at-san-antonio,United States,US,,,,0.0,,,,,27.4,66.1,79.3,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Thu Dau Mot University,RI03667,thu-dau-mot-university,Vietnam,VN,,,,0.0,,,,,32.2,100.0,86.2,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Tiangong University,RC00165,tiangong-university,China,CN,,,,0.0,,,,,37.9,95.5,64.8,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Tokyo Institute of Technology,RI01434,tokyo-institute-of-technology,Japan,JP,,,,0.0,,,,,34.5,55.5,58.5,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Umm Al-Qura University,RI01999,umm-al-qura-university,Saudi Arabia,SA,,,,0.0,,,,,33.2,97.6,89.6,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Université libre de Bruxelles (ULB),RI00127,universit-libre-de-bruxelles-ulb,Belgium,BE,,,,0.0,,,,,29.8,54.8,88.2,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Aberdeen,RI02550,university-of-aberdeen,United Kingdom,GB,,,,0.0,,,,,24.9,61.0,88.2,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Arizona,RI02957,university-of-arizona,United States,US,,,,0.0,,,,,30.1,61.3,60.0,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Belgrade,RI02002,university-of-belgrade,Serbia,RS,,,,0.0,,,,,44.0,70.6,73.4,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,Ruhr University Bochum,RI00739,university-of-bochum,Germany,DE,,,,0.0,,,,,26.3,59.8,80.0,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Bologna,RI01222,university-of-bologna,Italy,IT,,,,0.0,,,,,46.8,66.7,74.1,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Burgundy,RI00634,university-of-burgundy,France,FR,,,,0.0,,,,,29.9,57.8,80.6,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Caen Lower Normandy,RI00636,university-of-caen-lower-normandy,France,FR,,,,0.0,,,,,29.8,63.3,78.0,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,"University of California, Santa Cruz",RI02970,university-of-california-santa-cruz,United States,US,,,,0.0,,,,,22.4,64.1,74.3,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Cantabria,RI02199,university-of-cantabria,Spain,ES,,,,0.0,,,,,31.5,58.2,79.4,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Catania,RI01227,university-of-catania,Italy,IT,,,,0.0,,,,,35.4,94.3,79.9,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Clermont Auvergne,RI00681,university-of-clermont-auvergne,France,FR,,,,0.0,,,,,24.5,51.5,79.8,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Craiova,RI01852,university-of-craiova,Romania,RO,,,,0.0,,,,,38.7,100.0,80.2,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Genoa,RI01233,university-of-genoa,Italy,IT,,,,0.0,,,,,31.1,56.7,74.8,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Groningen,RI01624,university-of-groningen,Netherlands,NL,,,,0.0,,,,,29.8,56.9,87.9,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Jeddah,RI03210,university-of-jeddah,Saudi Arabia,SA,,,,0.0,,,,,36.9,86.3,86.1,0.0
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Kansas,RI02992,university-of-kansas,United States,US,,,,0.0,,,,,31.0,63.9,70.2,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Kentucky,RI02994,university-of-kentucky,United States,US,,,,0.0,,,,,26.3,53.3,63.5,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Leeds,RI02574,university-of-leeds,United Kingdom,GB,,,,0.0,,,,,33.1,54.5,83.5,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Leipzig,RI00759,university-of-leipzig,Germany,DE,,,,0.0,,,,,25.8,61.1,74.3,21.1
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Missouri - Columbia,RI03017,university-of-missouri-columbia,United States,US,,,,0.0,,,,,27.8,60.9,70.7,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Oregon,RI03044,university-of-oregon,United States,US,,,,0.0,,,,,30.4,60.0,72.7,14.9
arwu,2026-07-19T13:17:27+00:00,mathematics,2023,301-400,University of Parma,RI01244,university-of-parma,Italy,IT,,,,0.0,,,,,26.4,90.3,55.7,14.9
